codigo_tuss,descricao,grupo,subgrupo,capitulo,vigencia_inicio,vigencia_fim
000985,INTERNACOES 0985,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
000986,OBSTETRICIA 0986,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
000987,ODONTOLOGIA 0987,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
000988,CONSULTAS 0988,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
000989,EXAMES 0989,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
000990,TERAPIAS 0990,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
000991,CIRURGIAS 0991,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
000992,INTERNACOES 0992,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
000993,OBSTETRICIA 0993,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
000994,ODONTOLOGIA 0994,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
000995,CONSULTAS 0995,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
000996,EXAMES 0996,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
000997,TERAPIAS 0997,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
000998,CIRURGIAS 0998,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
000999,INTERNACOES 0999,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001000,OBSTETRICIA 1000,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001001,ODONTOLOGIA 1001,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001002,CONSULTAS 1002,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001003,EXAMES 1003,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001004,TERAPIAS 1004,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001005,CIRURGIAS 1005,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001006,INTERNACOES 1006,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001007,OBSTETRICIA 1007,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001008,ODONTOLOGIA 1008,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001009,CONSULTAS 1009,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001010,EXAMES 1010,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001011,TERAPIAS 1011,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001012,CIRURGIAS 1012,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001013,INTERNACOES 1013,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001014,OBSTETRICIA 1014,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001015,ODONTOLOGIA 1015,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001016,CONSULTAS 1016,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001017,EXAMES 1017,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001018,TERAPIAS 1018,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001019,CIRURGIAS 1019,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001020,INTERNACOES 1020,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001021,OBSTETRICIA 1021,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001022,ODONTOLOGIA 1022,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001023,CONSULTAS 1023,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001024,EXAMES 1024,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001025,TERAPIAS 1025,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001026,CIRURGIAS 1026,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001027,INTERNACOES 1027,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001028,OBSTETRICIA 1028,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001029,ODONTOLOGIA 1029,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001030,CONSULTAS 1030,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001031,EXAMES 1031,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001032,TERAPIAS 1032,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001033,CIRURGIAS 1033,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001034,INTERNACOES 1034,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001035,OBSTETRICIA 1035,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001036,ODONTOLOGIA 1036,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001037,CONSULTAS 1037,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001038,EXAMES 1038,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001039,TERAPIAS 1039,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001040,CIRURGIAS 1040,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001041,INTERNACOES 1041,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001042,OBSTETRICIA 1042,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001043,ODONTOLOGIA 1043,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001044,CONSULTAS 1044,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001045,EXAMES 1045,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001046,TERAPIAS 1046,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001047,CIRURGIAS 1047,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001048,INTERNACOES 1048,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001049,OBSTETRICIA 1049,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001050,ODONTOLOGIA 1050,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001051,CONSULTAS 1051,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001052,EXAMES 1052,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001053,TERAPIAS 1053,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001054,CIRURGIAS 1054,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001055,INTERNACOES 1055,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001056,OBSTETRICIA 1056,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001057,ODONTOLOGIA 1057,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001058,CONSULTAS 1058,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001059,EXAMES 1059,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001060,TERAPIAS 1060,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001061,CIRURGIAS 1061,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001062,INTERNACOES 1062,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001063,OBSTETRICIA 1063,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001064,ODONTOLOGIA 1064,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001065,CONSULTAS 1065,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001066,EXAMES 1066,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001067,TERAPIAS 1067,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001068,CIRURGIAS 1068,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001069,INTERNACOES 1069,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001070,OBSTETRICIA 1070,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001071,ODONTOLOGIA 1071,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001072,CONSULTAS 1072,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001073,EXAMES 1073,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001074,TERAPIAS 1074,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001075,CIRURGIAS 1075,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001076,INTERNACOES 1076,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001077,OBSTETRICIA 1077,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001078,ODONTOLOGIA 1078,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001079,CONSULTAS 1079,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001080,EXAMES 1080,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001081,TERAPIAS 1081,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001082,CIRURGIAS 1082,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001083,INTERNACOES 1083,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001084,OBSTETRICIA 1084,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001085,ODONTOLOGIA 1085,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001086,CONSULTAS 1086,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001087,EXAMES 1087,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001088,TERAPIAS 1088,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001089,CIRURGIAS 1089,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001090,INTERNACOES 1090,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001091,OBSTETRICIA 1091,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001092,ODONTOLOGIA 1092,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001093,CONSULTAS 1093,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001094,EXAMES 1094,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001095,TERAPIAS 1095,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001096,CIRURGIAS 1096,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001097,INTERNACOES 1097,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001098,OBSTETRICIA 1098,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001099,ODONTOLOGIA 1099,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001100,CONSULTAS 1100,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001101,EXAMES 1101,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001102,TERAPIAS 1102,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001103,CIRURGIAS 1103,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001104,INTERNACOES 1104,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001105,OBSTETRICIA 1105,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001106,ODONTOLOGIA 1106,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001107,CONSULTAS 1107,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001108,EXAMES 1108,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001109,TERAPIAS 1109,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001110,CIRURGIAS 1110,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001111,INTERNACOES 1111,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001112,OBSTETRICIA 1112,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001113,ODONTOLOGIA 1113,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001114,CONSULTAS 1114,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001115,EXAMES 1115,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001116,TERAPIAS 1116,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001117,CIRURGIAS 1117,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001118,INTERNACOES 1118,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001119,OBSTETRICIA 1119,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001120,ODONTOLOGIA 1120,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001121,CONSULTAS 1121,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001122,EXAMES 1122,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001123,TERAPIAS 1123,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001124,CIRURGIAS 1124,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001125,INTERNACOES 1125,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001126,OBSTETRICIA 1126,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001127,ODONTOLOGIA 1127,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001128,CONSULTAS 1128,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001129,EXAMES 1129,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001130,TERAPIAS 1130,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001131,CIRURGIAS 1131,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001132,INTERNACOES 1132,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001133,OBSTETRICIA 1133,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001134,ODONTOLOGIA 1134,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001135,CONSULTAS 1135,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001136,EXAMES 1136,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001137,TERAPIAS 1137,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001138,CIRURGIAS 1138,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001139,INTERNACOES 1139,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001140,OBSTETRICIA 1140,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001141,ODONTOLOGIA 1141,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001142,CONSULTAS 1142,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001143,EXAMES 1143,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001144,TERAPIAS 1144,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001145,CIRURGIAS 1145,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001146,INTERNACOES 1146,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001147,OBSTETRICIA 1147,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001148,ODONTOLOGIA 1148,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001149,CONSULTAS 1149,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001150,EXAMES 1150,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001151,TERAPIAS 1151,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001152,CIRURGIAS 1152,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001153,INTERNACOES 1153,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001154,OBSTETRICIA 1154,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001155,ODONTOLOGIA 1155,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001156,CONSULTAS 1156,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001157,EXAMES 1157,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001158,TERAPIAS 1158,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001159,CIRURGIAS 1159,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001160,INTERNACOES 1160,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001161,OBSTETRICIA 1161,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001162,ODONTOLOGIA 1162,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001163,CONSULTAS 1163,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001164,EXAMES 1164,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001165,TERAPIAS 1165,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001166,CIRURGIAS 1166,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001167,INTERNACOES 1167,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001168,OBSTETRICIA 1168,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001169,ODONTOLOGIA 1169,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001170,CONSULTAS 1170,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001171,EXAMES 1171,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001172,TERAPIAS 1172,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001173,CIRURGIAS 1173,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001174,INTERNACOES 1174,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001175,OBSTETRICIA 1175,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001176,ODONTOLOGIA 1176,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001177,CONSULTAS 1177,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001178,EXAMES 1178,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001179,TERAPIAS 1179,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001180,CIRURGIAS 1180,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001181,INTERNACOES 1181,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001182,OBSTETRICIA 1182,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001183,ODONTOLOGIA 1183,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001184,CONSULTAS 1184,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001185,EXAMES 1185,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001186,TERAPIAS 1186,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001187,CIRURGIAS 1187,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001188,INTERNACOES 1188,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001189,OBSTETRICIA 1189,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001190,ODONTOLOGIA 1190,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001191,CONSULTAS 1191,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001192,EXAMES 1192,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001193,TERAPIAS 1193,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001194,CIRURGIAS 1194,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001195,INTERNACOES 1195,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001196,OBSTETRICIA 1196,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001197,ODONTOLOGIA 1197,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001198,CONSULTAS 1198,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001199,EXAMES 1199,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001200,TERAPIAS 1200,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001201,CIRURGIAS 1201,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001202,INTERNACOES 1202,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001203,OBSTETRICIA 1203,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001204,ODONTOLOGIA 1204,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001205,CONSULTAS 1205,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001206,EXAMES 1206,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001207,TERAPIAS 1207,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001208,CIRURGIAS 1208,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001209,INTERNACOES 1209,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001210,OBSTETRICIA 1210,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
001211,ODONTOLOGIA 1211,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
001212,CONSULTAS 1212,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
001213,EXAMES 1213,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
001214,TERAPIAS 1214,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
001215,CIRURGIAS 1215,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
001216,INTERNACOES 1216,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
001217,OBSTETRICIA 1217,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
001218,ODONTOLOGIA 1218,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
001219,CONSULTAS 1219,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
001220,EXAMES 1220,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
001221,TERAPIAS 1221,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
001222,CIRURGIAS 1222,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
001223,INTERNACOES 1223,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
001224,OBSTETRICIA 1224,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
001225,ODONTOLOGIA 1225,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
001226,CONSULTAS 1226,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
001227,EXAMES 1227,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
001228,TERAPIAS 1228,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
001229,CIRURGIAS 1229,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
001230,INTERNACOES 1230,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
001231,OBSTETRICIA 1231,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
001232,ODONTOLOGIA 1232,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
001233,CONSULTAS 1233,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
001234,EXAMES 1234,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
001235,TERAPIAS 1235,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
001236,CIRURGIAS 1236,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
001237,INTERNACOES 1237,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
001238,OBSTETRICIA 1238,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
001239,ODONTOLOGIA 1239,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
001240,CONSULTAS 1240,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
001241,EXAMES 1241,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
001242,TERAPIAS 1242,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
001243,CIRURGIAS 1243,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
001244,INTERNACOES 1244,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
001245,OBSTETRICIA 1245,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
001246,ODONTOLOGIA 1246,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
001247,CONSULTAS 1247,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
001248,EXAMES 1248,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
001249,TERAPIAS 1249,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
001250,CIRURGIAS 1250,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
001251,INTERNACOES 1251,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
001252,OBSTETRICIA 1252,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
001253,ODONTOLOGIA 1253,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
001254,CONSULTAS 1254,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
001255,EXAMES 1255,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
001256,TERAPIAS 1256,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
001257,CIRURGIAS 1257,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
001258,INTERNACOES 1258,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
001259,OBSTETRICIA 1259,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
001260,ODONTOLOGIA 1260,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
001261,CONSULTAS 1261,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
001262,EXAMES 1262,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
001263,TERAPIAS 1263,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
001264,CIRURGIAS 1264,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
001265,INTERNACOES 1265,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
001266,OBSTETRICIA 1266,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
001267,ODONTOLOGIA 1267,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
001268,CONSULTAS 1268,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
001269,EXAMES 1269,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
001270,TERAPIAS 1270,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
001271,CIRURGIAS 1271,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
001272,INTERNACOES 1272,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
001273,OBSTETRICIA 1273,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
